,5,1.0,2,3,4,6,7.0,8.0,9,,,,
65.0,2021-07-15,64.0,近代中国学人视野中的亚当·斯密和马克思,张登德; 刘倩,安徽史学,期刊,,323.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=64&recid=&FileName=AFSX202104009&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 张登德 刘倩,近代中国; 亚当·斯密; 马克思; 传播与选择;,哲学与人文科学; 经济与管理科学,中国近现代史; 经济理论及经济思想史
66.0,2021-07-15,65.0,杂字读物与明清识字问题研究,温海波,安徽史学,期刊,,382.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=65&recid=&FileName=AFSX202104004&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 温海波,杂字; 文字下乡; 民众识字; 书籍史; 明清时期;,哲学与人文科学; 信息科技,中国古代史; 出版
67.0,2021-07-15,66.0,我国高校传统文化教育的百年变迁,张雷平,安徽史学,期刊,,235.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=66&recid=&FileName=AFSX202104020&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 张雷平,国家社科基金“十三五”规划教育学青年项目“我国高等院校乡土文化教育问题研究”（CIA160226）的阶段性成果；,哲学与人文科学; 社会科学Ⅱ辑,高等教育
68.0,2021-07-15,67.0,安徽大学“历史学院”揭牌仪式暨“双一流”学科建设座谈会,黄文治,安徽史学,期刊,,97.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=67&recid=&FileName=AFSX202104021&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 黄文治,None,哲学与人文科学; 社会科学Ⅱ辑,高等教育
69.0,2021-07-15,68.0,南明隆武朝福京乡试考论,吴航; 刘桂娟,安徽史学,期刊,1.0,178.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=68&recid=&FileName=AFSX202104003&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 吴航 刘桂娟,隆武朝; 福京; 乡试;,哲学与人文科学; 社会科学Ⅰ辑,中国政治与国际政治; 中国古代史
70.0,2021-07-15,69.0,利益交葛下的东西方观念冲突——袁世凯、德尼关系论,张礼恒,安徽史学,期刊,,187.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=69&recid=&FileName=AFSX202104007&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 张礼恒,袁世凯; 德尼; 朴定阳事件; 《清韩论》; 追讨“欠薪”;,哲学与人文科学; 社会科学Ⅰ辑,世界历史; 中国政治与国际政治
71.0,2021-07-15,70.0,中日两国围绕明治天皇去世开展的“葬礼外交”探析,许龙生,安徽史学,期刊,,240.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=70&recid=&FileName=AFSX202104008&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 许龙生,中华民国; 承认问题; 明治天皇; 葬礼外交;,哲学与人文科学; 社会科学Ⅰ辑,中国近现代史; 世界历史; 中国政治与国际政治
72.0,2021-07-15,71.0,近代中国反排外思想的形成与影响,葛静波,安徽史学,期刊,,313.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=71&recid=&FileName=AFSX202104010&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 葛静波,近代中国; 民族主义; 中外关系; 反排外; 反帝;,哲学与人文科学; 社会科学Ⅰ辑,中国近现代史; 中国政治与国际政治
73.0,2021-07-15,72.0,财尽何以救民:1948年春山东解放区政府的灾荒应对,邓广,安徽史学,期刊,,269.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=72&recid=&FileName=AFSX202104012&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 邓广,1948年春; 山东解放区; 灾荒; 以工代赈; 民间互济;,哲学与人文科学; 社会科学Ⅰ辑,中国政治与国际政治; 中国近现代史
74.0,2021-07-15,73.0,东亚区域外交：壬辰战后朝鲜与日本之间的关系态势探析,王臻,安徽史学,期刊,,237.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=73&recid=&FileName=AFSX202104013&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 王臻,壬辰战争; 朝鲜; 日本; 关系态势; 区域外交;,哲学与人文科学; 社会科学Ⅰ辑,世界历史; 中国政治与国际政治
75.0,2021-07-15,74.0,背叛抑或弃守?——埃以和谈中埃、以、美围绕巴勒斯坦问题的三方博弈,毕健康,安徽史学,期刊,,184.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=74&recid=&FileName=AFSX202104014&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 毕健康,埃以和谈; 巴勒斯坦问题; 埃及; 以色列; 美国;,哲学与人文科学; 社会科学Ⅰ辑,中国政治与国际政治
76.0,2021-07-15,75.0,英国售华“斯贝”军用发动机及美英“有限武装扶华政策”探析,忻怿,安徽史学,期刊,,255.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=75&recid=&FileName=AFSX202104015&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 忻怿,中美关系; 中英关系; 联华制苏; 尼克松政府; “有限武装扶华政策”;,哲学与人文科学; 社会科学Ⅰ辑,世界历史; 中国政治与国际政治
77.0,2021-07-15,76.0,明清时期边疆地区的族群治理与区域社会变迁——以永安州莫氏家族为中心的考察,龙小峰,安徽史学,期刊,,189.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=76&recid=&FileName=AFSX202104017&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 龙小峰,区域社会; 永安; 莫氏家族;,哲学与人文科学; 社会科学Ⅰ辑,中国政治与国际政治; 人物传记; 中国古代史
78.0,2021-07-15,77.0,墓祭抑或祠祭:元代两浙地区士人家族祭祖方式的转变,陈彩云,安徽史学,期刊,,199.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=77&recid=&FileName=AFSX202104016&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 陈彩云,元代; 家族; 祭祖; 墓祭; 祠堂;,哲学与人文科学,宗教; 人物传记; 中国古代史
79.0,2021-07-15,78.0,孔子的礼乐美学思想,赵敏,安徽史学,期刊,,534.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=78&recid=&FileName=AFSX202104019&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 赵敏,安徽省高校人文社会科学研究重点项目（SK2016A0968、SK2017A0405）； 安徽省高等学校省级质量工程项目（2018jyxm1160）； 皖西学院校级质量工程重点项目（wxxy2020029）的阶段性成果；,哲学与人文科学,美学
80.0,2021-07-15,79.0,明清时期理学与纵欲风气的互动,周伟义,安徽史学,期刊,,265.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=79&recid=&FileName=AFSX202104005&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 周伟义,明清时期; 纵欲风气; 人欲; 理学;,哲学与人文科学,哲学
81.0,2021-07-15,80.0,徐甫陈生平考述——兼论“E考据”在家族史研究中的运用,张晓宇,安徽史学,期刊,,167.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=80&recid=&FileName=AFSX202104018&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 张晓宇,徐甫陈; 章开沅; 泸州起义; 家族史; “E考据”;,哲学与人文科学,人物传记
82.0,2021-07-15,81.0,社会变迁视野下的中国近代地图绘制转型研究,成一农,安徽史学,期刊,,407.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=81&recid=&FileName=AFSX202104001&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 成一农,社会变迁; 地图绘制; 转型;,哲学与人文科学; 基础科学,中国近现代史; 自然地理学和测绘学
83.0,2021-07-15,82.0,媒介视域中的疫情防控——以1910—1911年东北鼠疫为例,侯杰; 张鑫雅,安徽史学,期刊,,481.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=82&recid=&FileName=AFSX202104006&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 侯杰1 张鑫雅2,媒体; 《盛京时报》; 东北; 鼠疫; 疫情防控;,哲学与人文科学; 医药卫生科技,中国近现代史; 感染性疾病及传染病
84.0,2021-07-15,83.0,抗战时期国民党大别山敌后游击根据地述论,何孔蛟,安徽史学,期刊,,246.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=83&recid=&FileName=AFSX202104011&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 何孔蛟,抗战时期; 国民党; 大别山; 敌后; 游击根据地;,哲学与人文科学,中国近现代史
85.0,2021-07-15,84.0,宋代政府的香料消费,夏时华; 王春,安徽史学,期刊,,350.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=84&recid=&FileName=AFSX202104002&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 夏时华 王春,宋代; 朝廷; 州县; 香料; 消费;,哲学与人文科学,中国古代史
86.0,2021-05-15,85.0,张学良执掌东北期间币制改革的举措与困境,徐雪晴,安徽史学,期刊,,148.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=85&recid=&FileName=AFSX202103010&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 徐雪晴,张学良; 币制改革; 奉票; 中原大战;,哲学与人文科学; 经济与管理科学,金融; 中国近现代史
87.0,2021-05-15,86.0,清代烟草税收研究,刘煜泽,安徽史学,期刊,,182.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=86&recid=&FileName=AFSX202103006&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 刘煜泽,烟草; 商品税; 关税; 厘金; 烟税;,哲学与人文科学; 经济与管理科学,财政与税收; 中国古代史
88.0,2021-05-15,87.0,旅汉皖南同乡团体的近代经营与社会主义改造,李甜,安徽史学,期刊,1.0,83.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=87&recid=&FileName=AFSX202103015&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 李甜,近现代徽商; 会馆; 关系网络; 武汉;,哲学与人文科学; 经济与管理科学,中国近现代史; 企业经济
89.0,2021-05-15,88.0,有制无规：嘉道以降孔府书院学录选授探研,姜修宪; 袁雨,安徽史学,期刊,,112.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=88&recid=&FileName=AFSX202103007&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 姜修宪 袁雨,孔府档案; 孔府书院; 学官; 铨选;,哲学与人文科学; 社会科学Ⅱ辑,中国古代史; 高等教育
90.0,2021-05-15,89.0,近水楼台：史语所学人群体结构与社会关系(1928—1948),张辉,安徽史学,期刊,3.0,140.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=89&recid=&FileName=AFSX202103011&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 张辉,史语所; 研究人员; 群体结构; 社会关系;,哲学与人文科学; 社会科学Ⅱ辑,社会学及统计学; 史学理论
91.0,2021-05-15,90.0,中国当代法律社会史研究的价值、导向及其进路,赵新潮,安徽史学,期刊,,201.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=90&recid=&FileName=AFSX202103018&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 赵新潮,中国当代法律社会史; 研究价值; 进路;,哲学与人文科学; 社会科学Ⅰ辑,法理、法史
92.0,2021-05-15,91.0,宋蒙鄂州之役期间的“议和”问题新探,申万里; 岑宇凡,安徽史学,期刊,,174.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=91&recid=&FileName=AFSX202103004&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 申万里 岑宇凡,宋蒙议和; 鄂州之役; 军事情报;,哲学与人文科学; 社会科学Ⅰ辑,军事; 中国古代史
93.0,2021-05-15,92.0,元镇守武昌“保定万户府”考——以万户张氏为中心,刘晓,安徽史学,期刊,1.0,120.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=92&recid=&FileName=AFSX202103005&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 刘晓,保定万户府; 顺天张氏; 亳州万户; 镇戍制度;,哲学与人文科学; 社会科学Ⅰ辑,中国政治与国际政治; 中国古代史
94.0,2021-05-15,93.0,论国民党改组派领导的工农运动,李志毓,安徽史学,期刊,1.0,209.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=93&recid=&FileName=AFSX202103009&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 李志毓,国民党; 改组派; 工农运动; 社会政策;,哲学与人文科学; 社会科学Ⅰ辑,中国政治与国际政治; 中国近现代史
95.0,2021-05-15,94.0,什叶派乌里玛与1905—1911年伊朗立宪革命,李福泉; 金鹏,安徽史学,期刊,,163.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=94&recid=&FileName=AFSX202103012&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 李福泉1 金鹏2,什叶派; 乌里玛; 伊朗; 立宪革命;,哲学与人文科学; 社会科学Ⅰ辑,世界历史; 中国政治与国际政治
96.0,2021-05-15,95.0,政策转变还是策略调整?——艾森豪威尔政府“解除台湾中立化”论析,冯琳,安徽史学,期刊,1.0,91.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=95&recid=&FileName=AFSX202103013&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 冯琳,台湾; 中立化; 艾森豪威尔;,哲学与人文科学; 社会科学Ⅰ辑,中国政治与国际政治
97.0,2021-05-15,96.0,从“鲜为人知”到“渐入人心”:中共成立初期对“共产党”的宣介,张旭东; 张育诚,安徽史学,期刊,,230.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=96&recid=&FileName=AFSX202103001&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 张旭东 张育诚,共产党; 概念史; 宣介;,哲学与人文科学; 社会科学Ⅰ辑,中国共产党
98.0,2021-05-15,97.0,中共中央军事部述略(1928—1930),邵雍; 陈召正,安徽史学,期刊,,126.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=97&recid=&FileName=AFSX202103002&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 邵雍1 陈召正2,中央军事部; 中央军事委员会; 周恩来; 杨殷; 中央政治局;,哲学与人文科学; 社会科学Ⅰ辑,中国共产党
99.0,2021-05-15,98.0,论中国共产党的国际抗日统一战线思想,汪谦干,安徽史学,期刊,,340.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=98&recid=&FileName=AFSX202103003&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 汪谦干,中国共产党; 国际抗日统一战线; 世界反法西斯统一战线;,哲学与人文科学; 社会科学Ⅰ辑,中国近现代史; 中国共产党
100.0,2021-05-15,99.0,预防抑或治疗?——1950年代治淮工地上的卫生问题及其解决,葛玲,安徽史学,期刊,,200.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=99&recid=&FileName=AFSX202103017&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 葛玲,治淮工地; 卫生问题; 预防为主; 治疗为辅;,哲学与人文科学; 医药卫生科技,医学教育与医学边缘学科
101.0,2021-05-15,100.0,经学潜流：夏曾佑、刘师培编纂历史教科书的学源探析,罗检秋; 徐凤,安徽史学,期刊,1.0,192.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=100&recid=&FileName=AFSX202103008&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=, 罗检秋1 徐凤2,经学传统; 夏曾佑; 刘师培; 史书编纂;,哲学与人文科学,中国近现代史; 史学理论
102.0,2021-05-15,101.0,学人游幕与晚期北方桐城派之维系——以贺葆真与徐世昌交谊为中心,朱曦林,安徽史学,期刊,2.0,127.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=101&recid=&FileName=AFSX202103016&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
103.0,2021-05-15,102.0,照丁粮朋贴、置产立会与明清徽州图甲职役的津贴,刘道胜; 宋杰,安徽史学,期刊,,126.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=102&recid=&FileName=AFSX202103014&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
104.0,2021-05-15,103.0,家朋乡景,朱焕柳,安徽史学,期刊,,11.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=103&recid=&FileName=AFSX202103019&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
105.0,2021-03-15,104.0,存储、流通与信用:贸易周转中的民国上海堆栈业发展(1912—1937),王强,安徽史学,期刊,,138.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=104&recid=&FileName=AFSX202102011&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
106.0,2021-03-15,105.0,智利阿连德政权垮台的粮食因素,徐振伟; 赵勇冠,安徽史学,期刊,,347.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=105&recid=&FileName=AFSX202102014&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
107.0,2021-03-15,106.0,论抵制美货运动中上海商学两界的互动及其影响,朱英,安徽史学,期刊,1.0,381.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=106&recid=&FileName=AFSX202102001&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
108.0,2021-03-15,107.0,明代九边军兵的冬衣布花赏赐,崔继来,安徽史学,期刊,,236.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=107&recid=&FileName=AFSX202102004&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
109.0,2021-03-15,108.0,遏制地方：明清大运河体制下济宁社会的权力网络与机制,孙竞昊; 佟远鹏,安徽史学,期刊,,319.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=108&recid=&FileName=AFSX202102002&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
110.0,2021-03-15,109.0,1930年代中叶乡贤推选活动考论,方勇骏,安徽史学,期刊,1.0,124.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=109&recid=&FileName=AFSX202102013&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
111.0,2021-03-15,110.0,陈独秀民族主义思想发展历程述析,张三南,安徽史学,期刊,,645.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=110&recid=&FileName=AFSX202102017&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
112.0,2021-03-15,111.0,陈独秀的政治何以不得不谈?——“不谈政治”与转型时代知识分子时代转型,魏旭,安徽史学,期刊,,514.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=111&recid=&FileName=AFSX202102018&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
113.0,2021-03-15,112.0,桐城派与清代歙县岩镇金氏家族关系考论,汪祚民,安徽史学,期刊,,119.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=112&recid=&FileName=AFSX202102006&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
114.0,2021-03-15,113.0,晚清湘籍官僚集团私谊关系及特点,束荣华; 朱庆葆,安徽史学,期刊,,266.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=113&recid=&FileName=AFSX202102007&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
115.0,2021-03-15,114.0,晚清积谷运动的兴废——以四川省为中心,郭宇昕,安徽史学,期刊,,166.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=114&recid=&FileName=AFSX202102008&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
116.0,2021-03-15,115.0,从“抗黎”到“拒张”:北洋督军与“宣战案”政潮,李喆,安徽史学,期刊,,205.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=115&recid=&FileName=AFSX202102010&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
117.0,2021-03-15,116.0,抗战时期日伪的烟毒政策及其影响——以河南沦陷区为例,谢晓鹏,安徽史学,期刊,,259.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=116&recid=&FileName=AFSX202102012&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
118.0,2021-03-15,117.0,淮系将领周盛传的西洋技艺知行,王靖楠; 王瑞成,安徽史学,期刊,,93.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=117&recid=&FileName=AFSX202102016&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
119.0,2021-03-15,118.0,明代哈密危机与嘉峪关开闭之争,陈跃; 韩海梅,安徽史学,期刊,1.0,204.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=118&recid=&FileName=AFSX202102003&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
120.0,2021-03-15,119.0,崇祯年间张国维与南直江防——以《抚吴疏草》为中心的考察,夏斌; 陈伟明,安徽史学,期刊,,147.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=119&recid=&FileName=AFSX202102005&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
121.0,2021-03-15,120.0,被“局外中立”遮蔽的历史：清政府日俄战争善后筹议,李皓,安徽史学,期刊,,393.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=120&recid=&FileName=AFSX202102009&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=,,,,
